entityIndex,entityType,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
1291,AggregateHousehold,1170 WEST SIDE ROAD,1170,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1170 WEST SIDE ROAD
1292,AggregateHousehold,1202  WEST SIDE ROAD,1202,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1202  WEST SIDE ROAD
1293,AggregateHousehold,1200  WEST SIDE ROAD,1200,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1200  WEST SIDE ROAD
1294,LegalConstruct,853 WEST SIDE ROAD,853,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,853 WEST SIDE ROAD
1295,Individual,875  WEST SIDE ROAD,875,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,875  WEST SIDE ROAD
1296,AggregateHousehold,851  WEST SIDE ROAD,851,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,851  WEST SIDE ROAD
1297,AggregateHousehold,854  WEST SIDE ROAD,854,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,854  WEST SIDE ROAD
1298,AggregateHousehold,856 WEST SIDE ROAD,856,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,856 WEST SIDE ROAD
1299,AggregateHousehold,852 WEST SIDE ROAD,852,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,852 WEST SIDE ROAD
1300,AggregateHousehold,872  WEST SIDE ROAD,872,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,872  WEST SIDE ROAD
1301,AggregateHousehold,855 WEST SIDE ROAD,855,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,855 WEST SIDE ROAD
1302,LegalConstruct,850 / 1497 WEST SIDE ROAD,850,WEST SIDE ROAD,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,850 / 1497 WEST SIDE ROAD
1303,Individual,839  WEST SIDE ROAD,839,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,839  WEST SIDE ROAD
1304,AggregateHousehold,841 WEST SIDE ROAD,841,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,841 WEST SIDE ROAD
1305,LegalConstruct,842  WEST SIDE ROAD,842,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,842  WEST SIDE ROAD
1306,Individual,848  WEST SIDE ROAD,848,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,848  WEST SIDE ROAD
1307,AggregateHousehold,844  WEST SIDE ROAD,844,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,844  WEST SIDE ROAD
1308,LegalConstruct,847  WEST SIDE ROAD,847,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,847  WEST SIDE ROAD
1309,AggregateHousehold,840 WEST SIDE ROAD,840,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,840 WEST SIDE ROAD
1310,LegalConstruct,80 WEST SIDE ROAD,80,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,80 WEST SIDE ROAD
1311,LegalConstruct,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1312,LegalConstruct,73  WEST SIDE ROAD,73,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,73  WEST SIDE ROAD
1313,LegalConstruct,87 WEST SIDE ROAD,87,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,87 WEST SIDE ROAD
1314,LegalConstruct,135 WEST SIDE ROAD,135,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,135 WEST SIDE ROAD
1315,Individual,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1316,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1317,LegalConstruct,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1318,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1319,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1320,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1321,Individual,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1322,LegalConstruct,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1323,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1324,LegalConstruct,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1325,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1326,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1327,Individual,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1328,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1329,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1330,LegalConstruct,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1331,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1332,Individual,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1333,Individual,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1334,AggregateHousehold,72 WEST SIDE ROAD,72,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,72 WEST SIDE ROAD
1335,LegalConstruct,31 WEST SIDE ROAD,31,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,31 WEST SIDE ROAD
1336,LegalConstruct,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1337,Business,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1338,Business,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1339,AggregateHousehold,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1340,LegalConstruct,24 WEST SIDE ROAD,24,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,24 WEST SIDE ROAD
1341,AggregateHousehold,26  WEST SIDE ROAD,26,WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,26  WEST SIDE ROAD
1342,LegalConstruct,1845 WEST SIDE RD,1845,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1845 WEST SIDE RD
1343,LegalConstruct,221  WEST SIDE RD,221,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,221  WEST SIDE RD
1344,Individual,837 WEST SIDE RD,837,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,837 WEST SIDE RD
1345,LegalConstruct,878 WEST SIDE RD,878,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,878 WEST SIDE RD
1346,AggregateHousehold,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1347,AggregateHousehold,1496 WEST SIDE RD,1496,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1496 WEST SIDE RD
1348,AggregateHousehold,880 WEST SIDE RD,880,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,880 WEST SIDE RD
1349,AggregateHousehold,WEST SIDE ROAD,NOT PARSED,WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE ROAD
1350,LegalConstruct,74 WEST SIDE RD,74,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,74 WEST SIDE RD
1351,LegalConstruct,WEST SIDE RD,NOT PARSED,WEST SIDE RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE RD
1352,AggregateHousehold,1588  WEST SIDE,1588,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1588  WEST SIDE
1353,Business,48 WEST SIDE RD,48,WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,48 WEST SIDE RD
1354,LegalConstruct,1593  WEST SIDE,1593,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1593  WEST SIDE
1355,AggregateHousehold,1583 WEST SIDE,1583,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1583 WEST SIDE
1356,Individual,1592 WEST SIDE,1592,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1592 WEST SIDE
1357,AggregateHousehold,WEST SIDE RD,NOT PARSED,WEST SIDE RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST SIDE RD
1358,LegalConstruct,1535  WEST SIDE,1535,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1535  WEST SIDE
1359,AggregateHousehold,1544  WEST SIDE,1544,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1544  WEST SIDE
1360,LegalConstruct,1549 WEST SIDE,1549,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1549 WEST SIDE
1361,AggregateHousehold,1528  WEST SIDE,1528,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1528  WEST SIDE
1362,LegalConstruct,1537 WEST SIDE,1537,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1537 WEST SIDE
1363,AggregateHousehold,1557  WEST SIDE,1557,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1557  WEST SIDE
1364,AggregateHousehold,1532  WEST SIDE,1532,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1532  WEST SIDE
1365,AggregateHousehold,1558  WEST SIDE,1558,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1558  WEST SIDE
1366,AggregateHousehold,1525  WEST SIDE,1525,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1525  WEST SIDE
1367,Individual,1522  WEST SIDE,1522,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1522  WEST SIDE
1368,AggregateHousehold,1521  WEST SIDE,1521,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1521  WEST SIDE
1369,Individual,1524  WEST SIDE,1524,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1524  WEST SIDE
1370,LegalConstruct,1517  WEST SIDE,1517,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1517  WEST SIDE
1371,LegalConstruct,1267  WEST SIDE,1267,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1267  WEST SIDE
1372,LegalConstruct,1311  WEST SIDE,1311,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1311  WEST SIDE
1373,AggregateHousehold,1512  WEST SIDE,1512,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1512  WEST SIDE
1374,LegalConstruct,1218  WEST SIDE,1218,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1218  WEST SIDE
1375,LegalConstruct,1216  WEST SIDE,1216,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1216  WEST SIDE
1376,AggregateHousehold,1023  WEST SIDE,1023,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1023  WEST SIDE
1377,AggregateHousehold,1026  WEST SIDE,1026,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1026  WEST SIDE
1378,AggregateHousehold,1101  WEST SIDE,1101,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1101  WEST SIDE
1379,AggregateHousehold,1179  WEST SIDE,1179,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1179  WEST SIDE
1380,LegalConstruct,1173  WEST SIDE,1173,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1173  WEST SIDE
1381,AggregateHousehold,1097  WEST SIDE,1097,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1097  WEST SIDE
1382,AggregateHousehold,1013 WEST SIDE,1013,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1013 WEST SIDE
1383,AggregateHousehold,991  WEST SIDE,991,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,991  WEST SIDE
1384,LegalConstruct,1010  WEST SIDE,1010,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1010  WEST SIDE
1385,AggregateHousehold,879  WEST SIDE,879,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,879  WEST SIDE
1386,LegalConstruct,877 WEST SIDE,877,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,877 WEST SIDE
1387,AggregateHousehold,973  WEST SIDE,973,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,973  WEST SIDE
1388,AggregateHousehold,976  WEST SIDE,976,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,976  WEST SIDE
1389,LegalConstruct,1012  WEST SIDE,1012,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1012  WEST SIDE
1390,LegalConstruct,876  WEST SIDE,876,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,876  WEST SIDE
1391,AggregateHousehold,867  WEST SIDE,867,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,867  WEST SIDE
1392,AggregateHousehold,871  WEST SIDE,871,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,871  WEST SIDE
1393,LegalConstruct,862  WEST SIDE,862,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,862  WEST SIDE
1394,LegalConstruct,873  WEST SIDE,873,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,873  WEST SIDE
1395,AggregateHousehold,874 WEST SIDE,874,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,874 WEST SIDE
1396,LegalConstruct,861  WEST SIDE,861,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,861  WEST SIDE
1397,AggregateHousehold,865 WEST SIDE,865,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,865 WEST SIDE
1398,LegalConstruct,860  WEST SIDE,860,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,860  WEST SIDE
1399,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1400,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1401,AggregateHousehold,858  WEST SIDE,858,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,858  WEST SIDE
1402,AggregateHousehold,857 WEST SIDE,857,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,857 WEST SIDE
1403,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1404,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1405,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1406,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1407,AggregateHousehold,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1408,AggregateHousehold,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1409,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1410,AggregateHousehold,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1411,AggregateHousehold,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1412,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1413,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1414,AggregateHousehold,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1415,Business,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1416,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1417,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1418,Individual,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1419,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1420,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1421,LegalConstruct,WEST SIDE,NOT PARSED,WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,WEST SIDE
1422,AggregateHousehold,1793 WEST BEACH ROAD,1793,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1793 WEST BEACH ROAD
1423,AggregateHousehold,WEST BEACH ROAD ROW,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD ROW
1424,AggregateHousehold,1796  WEST BEACH ROAD,1796,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1796  WEST BEACH ROAD
1425,AggregateHousehold,1768 WEST BEACH ROAD,1768,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1768 WEST BEACH ROAD
1426,LegalConstruct,1769 WEST BEACH ROAD,1769,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1769 WEST BEACH ROAD
1427,AggregateHousehold,1791  WEST BEACH ROAD,1791,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1791  WEST BEACH ROAD
1428,AggregateHousehold,1767  WEST BEACH ROAD,1767,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1767  WEST BEACH ROAD
1429,AggregateHousehold,1792 WEST BEACH ROAD,1792,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1792 WEST BEACH ROAD
1430,AggregateHousehold,1078  WEST BEACH ROAD,1078,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1078  WEST BEACH ROAD
1431,AggregateHousehold,1165  WEST BEACH ROAD,1165,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1165  WEST BEACH ROAD
1432,Business,14  WEST BEACH ROAD,14,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,14  WEST BEACH ROAD
1433,AggregateHousehold,720 WEST BEACH ROAD,720,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,720 WEST BEACH ROAD
1434,LegalConstruct,719  WEST BEACH ROAD,719,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,719  WEST BEACH ROAD
1435,AggregateHousehold,WEST BEACH ROAD,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD
1436,LegalConstruct,967  WEST BEACH ROAD,967,WEST BEACH ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,967  WEST BEACH ROAD
1437,Business,WEST BEACH ROAD,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD
1438,Business,WEST BEACH ROAD,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD
1439,AggregateHousehold,WEST BEACH ROAD,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD
1440,LegalConstruct,225 WELDONS WAY #5,225,WELDONS WAY,NOT PARSED,#,5,Block Island,RI,02807,225 WELDONS WAY #5
1441,LegalConstruct,225 WELDONS WAY #4,225,WELDONS WAY,NOT PARSED,#,4,Block Island,RI,02807,225 WELDONS WAY #4
1442,AggregateHousehold,WEST BEACH ROAD,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD
1443,Business,WELDON'S WAY,NOT PARSED,WELDON'S WAY,Way,NOT PARSED,NOT PARSED,Block Island,RI,02807,WELDON'S WAY
1444,LegalConstruct,89 WELDON'S WAY,89,WELDON'S WAY,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,89 WELDON'S WAY
1445,AggregateHousehold,WEST BEACH ROAD,NOT PARSED,WEST BEACH ROAD,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,WEST BEACH ROAD
1446,AggregateHousehold,434 WATER STREET,434,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,434 WATER STREET
1447,LegalConstruct,225 WELDONS WAY #3,225,WELDONS WAY,NOT PARSED,#,3,Block Island,RI,02807,225 WELDONS WAY #3
1448,LegalConstruct,225 WELDONS WAY #2,225,WELDONS WAY,NOT PARSED,#,2,Block Island,RI,02807,225 WELDONS WAY #2
1449,LegalConstruct,225 WELDONS WAY #1,225,WELDONS WAY,NOT PARSED,#,1,Block Island,RI,02807,225 WELDONS WAY #1
1450,LegalConstruct,432 WATER STREET,432,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,432 WATER STREET
1451,Business,435  WATER STREET,435,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,435  WATER STREET
1452,LegalConstruct,436  WATER STREET,436,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,436  WATER STREET
1453,Business,431  WATER STREET,431,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,431  WATER STREET
1454,Business,232 WATER STREET,232,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,232 WATER STREET
1455,AggregateHousehold,241 WATER STREET,241,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,241 WATER STREET
1456,AggregateHousehold,227  WATER STREET,227,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,227  WATER STREET
1457,LegalConstruct,234  WATER STREET,234,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,234  WATER STREET
1458,LegalConstruct,213  WATER STREET,213,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,213  WATER STREET
1459,LegalConstruct,212  WATER STREET,212,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,212  WATER STREET
1460,Business,224  WATER STREET,224,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,224  WATER STREET
1461,LegalConstruct,231  WATER STREET,231,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,231  WATER STREET
1462,AggregateHousehold,150 WATER STREET,150,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,150 WATER STREET
1463,Business,53  WATER STREET,53,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,53  WATER STREET
