entityIndex,entityType,addressIndex,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
957,LegalConstruct,0,25 HIGHVIEW ROAD::#^#::MADISON:^#^: CT 06443,25,HIGHVIEW,Rd,NOT PARSED,NOT PARSED,MADISON,CT,06443,25 HIGHVIEW ROAD::#^#::MADISON:^#^: CT 06443
958,AggregateHousehold,0,PO BOX 1828::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1828,Block Island,RI,02807,PO BOX 1828::#^#::BLOCK ISLAND:^#^: RI 02807
959,LegalConstruct,0,309 HATHAWAY LANE::#^#::WYNNEWOOD:^#^: PA 19096,309,HATHAWAY,Ln,NOT PARSED,NOT PARSED,WYNNEWOOD,PA,19096,309 HATHAWAY LANE::#^#::WYNNEWOOD:^#^: PA 19096
961,LegalConstruct,0,201 FRANCIS AVE::#^#::E. NORRITON:^#^: PA 19401,201,FRANCIS,Ave,NOT PARSED,NOT PARSED,East NORRITON,PA,19401,201 FRANCIS AVE::#^#::E. NORRITON:^#^: PA 19401
962,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
963,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
964,AggregateHousehold,0,67 BURTIS AVENUE::#^#::OYSTER BAY:^#^: NY 11771,67,BURTIS,Ave,NOT PARSED,NOT PARSED,OYSTER BAY,NY,11771,67 BURTIS AVENUE::#^#::OYSTER BAY:^#^: NY 11771
965,LegalConstruct,0,309 HATHAWAY LANE::#^#::WYNNEWOOD:^#^: PA 19096,309,HATHAWAY,Ln,NOT PARSED,NOT PARSED,WYNNEWOOD,PA,19096,309 HATHAWAY LANE::#^#::WYNNEWOOD:^#^: PA 19096
967,LegalConstruct,0,PO BOX 732::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,732,Block Island,RI,02807,PO BOX 732::#^#::BLOCK ISLAND:^#^: RI 02807
968,Individual,0,16 AIRDALE RD::#^#::BRYN MAWR:^#^: PA  19010,16,AIRDALE,Rd,NOT PARSED,NOT PARSED,BRYN MAWR,PA,19010,16 AIRDALE RD::#^#::BRYN MAWR:^#^: PA  19010
969,LegalConstruct,0,309 HATHAWAY LANE::#^#::WYNNEWOOD:^#^: PA 19096,309,HATHAWAY,Ln,NOT PARSED,NOT PARSED,WYNNEWOOD,PA,19096,309 HATHAWAY LANE::#^#::WYNNEWOOD:^#^: PA 19096
970,AggregateHousehold,0,B 1402::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,BLOCK,Is,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,B 1402::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807
971,AggregateHousehold,0,10 SURREY LANE::#^#::MILTON:^#^: MA 02186,10,SURREY,Ln,NOT PARSED,NOT PARSED,MILTON,MA,02186,10 SURREY LANE::#^#::MILTON:^#^: MA 02186
972,Individual,0,62 BIRCH LANE::#^#::GREENWICH:^#^: CT 06830,62,BIRCH,Ln,NOT PARSED,NOT PARSED,GREENWICH,CT,06830,62 BIRCH LANE::#^#::GREENWICH:^#^: CT 06830
973,LegalConstruct,0,1912 NORTH HOWE::#^#::CHICAGO :^#^: IL 60614,1912,HOWE,NOT PARSED,NOT PARSED,NOT PARSED,CHICAGO,IL,60614,1912 NORTH HOWE::#^#::CHICAGO :^#^: IL 60614
974,AggregateHousehold,0,36 OLD JACKSON RD.::#^#::TOWACO:^#^: NJ 07082,36,OLD JACKSON,Rd,NOT PARSED,NOT PARSED,TOWACO,NJ,07082,36 OLD JACKSON RD.::#^#::TOWACO:^#^: NJ 07082
975,Individual,0,P.O. BOX 1914::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1914,Block Island,RI,02807,P.O. BOX 1914::#^#::BLOCK ISLAND:^#^: RI 02807
976,LegalConstruct,0,2010 MINERAL SPRING AVE::#^#::NORTH PROVIDENCE:^#^: RI 02911,2010,MINERAL SPRING,Ave,NOT PARSED,NOT PARSED,NORTH PROVIDENCE,RI,02911,2010 MINERAL SPRING AVE::#^#::NORTH PROVIDENCE:^#^: RI 02911
977,AggregateHousehold,0,PO BOX 1530::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1530,Block Island,RI,02807,PO BOX 1530::#^#::BLOCK ISLAND:^#^: RI 02807
979,LegalConstruct,0,292 POST ROAD EAST::#^#::WESTPORT:^#^: CT 06880,292,POST ROAD EAST,Rd,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,292 POST ROAD EAST::#^#::WESTPORT:^#^: CT 06880
981,AggregateHousehold,0,225 CENTRAL PARK WEST:^#^: APT 120::#^#::NY:^#^: NY 10024,225,CENTRAL PARK WEST:^#^: APT 120,Park,APT,120,NY,NY,10024,225 CENTRAL PARK WEST:^#^: APT 120::#^#::NY:^#^: NY 10024
982,AggregateHousehold,0,12 TREADWELL AVE::#^#::WESTPORT:^#^: CT 06880,12,TREADWELL,Ave,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,12 TREADWELL AVE::#^#::WESTPORT:^#^: CT 06880
983,LegalConstruct,0,25 BLUE RIDGE DR::#^#::SIMSBURY:^#^: CT 06089,25,BLUE RIDGE,Dr,NOT PARSED,NOT PARSED,SIMSBURY,CT,06089,25 BLUE RIDGE DR::#^#::SIMSBURY:^#^: CT 06089
984,LegalConstruct,0,BOX 9176::#^#::BOLTON:^#^: CT 06043,NOT PARSED,BOLTON,Ct,BOX,9176,NOT PARSED,NOT PARSED,06043,BOX 9176::#^#::BOLTON:^#^: CT 06043
985,AggregateHousehold,0,PO BOX 1119::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1119,Block Island,RI,02807,PO BOX 1119::#^#::BLOCK ISLAND :^#^: RI 02807
986,AggregateHousehold,0,210 PEMBROOK AVE::#^#::WAYNE:^#^: PA 19087,210,PEMBROOK,Ave,NOT PARSED,NOT PARSED,WAYNE,PA,19087,210 PEMBROOK AVE::#^#::WAYNE:^#^: PA 19087
987,LegalConstruct,0,1024 E. SOUTHDOWNS DR::#^#::BLOOMINGTON:^#^: IN 47401,1024,SOUTHDOWNS,Dr,NOT PARSED,NOT PARSED,BLOOMINGTON,IN,47401,1024 E. SOUTHDOWNS DR::#^#::BLOOMINGTON:^#^: IN 47401
988,AggregateHousehold,0,40 ALLEN RD.::#^#::BROOKFIELD:^#^: MA 01506,40,ALLEN,Rd,NOT PARSED,NOT PARSED,BROOKFIELD,MA,01506,40 ALLEN RD.::#^#::BROOKFIELD:^#^: MA 01506
989,LegalConstruct,0,3 WHEAT LANE::#^#::DARIEN:^#^: CT 06820,3,WHEAT,Ln,NOT PARSED,NOT PARSED,DARIEN,CT,06820,3 WHEAT LANE::#^#::DARIEN:^#^: CT 06820
990,AggregateHousehold,0,17 HART ST::#^#::FARMINGDALE:^#^: NY 11735,17,HART,St,NOT PARSED,NOT PARSED,FARMINGDALE,NY,11735,17 HART ST::#^#::FARMINGDALE:^#^: NY 11735
991,LegalConstruct,0,25 HALL AVE::#^#::WATERTOWN:^#^: MA 02472,25,HALL,Ave,NOT PARSED,NOT PARSED,WATERTOWN,MA,02472,25 HALL AVE::#^#::WATERTOWN:^#^: MA 02472
992,LegalConstruct,0,347 FRANCESTOWN ROAD::#^#::GREENFEILD :^#^: NH 03047,347,FRANCESTOWN,Rd,NOT PARSED,NOT PARSED,GREENFEILD,NH,03047,347 FRANCESTOWN ROAD::#^#::GREENFEILD :^#^: NH 03047
993,LegalConstruct,0,157 BARNEY STREET::#^#::ARMIDALE:^#^: NSW:^#^: -- 2350,157,BARNEY,St,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,157 BARNEY STREET::#^#::ARMIDALE:^#^: NSW:^#^: -- 2350
994,LegalConstruct,0,8960 PALM BREEZE TERRACE::#^#::VERO BEACH:^#^: FL 32963,8960,PALM BREEZE,Ter,NOT PARSED,NOT PARSED,VERO BEACH,FL,32963,8960 PALM BREEZE TERRACE::#^#::VERO BEACH:^#^: FL 32963
995,LegalConstruct,0,23 CONTENTMENT ISLAND ROAD::#^#::DARIEN:^#^: CT 06820,23,CONTENTMENT ISLAND,Rd,NOT PARSED,NOT PARSED,DARIEN,CT,06820,23 CONTENTMENT ISLAND ROAD::#^#::DARIEN:^#^: CT 06820
996,LegalConstruct,0,C/O WILLIAM WILSON JR TRUST::#^#::17 DUDLEYVILLE ROAD::#^#::LEVERETT:^#^: MA 01054,17,DUDLEYVILLE,Rd,NOT PARSED,NOT PARSED,LEVERETT,MA,01054,C/O WILLIAM WILSON JR TRUST::#^#::17 DUDLEYVILLE ROAD::#^#::LEVERETT:^#^: MA 01054
997,LegalConstruct,0,51 ELM AVE::#^#::LARCHMONT:^#^: NY 10538,51,ELM,Ave,NOT PARSED,NOT PARSED,LARCHMONT,NY,10538,51 ELM AVE::#^#::LARCHMONT:^#^: NY 10538
998,LegalConstruct,0,304 N ELMWOOD AVE::#^#::::#^#::OAK PARK:^#^: IL 60302,304,ELMWOOD,Ave,NOT PARSED,NOT PARSED,OAK PARK,IL,60302,304 N ELMWOOD AVE::#^#::::#^#::OAK PARK:^#^: IL 60302
999,LegalConstruct,0,C/O WILLIAM WILSON TRUST::#^#::17 DUDLEYVILLE ROAD::#^#::LEVERETT:^#^: MA 01054,17,DUDLEYVILLE,Rd,NOT PARSED,NOT PARSED,LEVERETT,MA,01054,C/O WILLIAM WILSON TRUST::#^#::17 DUDLEYVILLE ROAD::#^#::LEVERETT:^#^: MA 01054
1000,AggregateHousehold,0,331 PAVONIA AVE::#^#::JERSEY CITY:^#^: NJ 07302,331,PAVONIA,Ave,NOT PARSED,NOT PARSED,JERSEY CITY,NJ,07302,331 PAVONIA AVE::#^#::JERSEY CITY:^#^: NJ 07302
1001,LegalConstruct,0,C/O WILSON:^#^: WILLIAM JR TRUST::#^#::17 DUDLEYVILLE ROAD::#^#::LEVERETT:^#^: MA 01054,NOT PARSED,C,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,C/O WILSON:^#^: WILLIAM JR TRUST::#^#::17 DUDLEYVILLE ROAD::#^#::LEVERETT:^#^: MA 01054
1002,AggregateHousehold,0,1912 N. HOWE ::#^#::CHICAGO:^#^: IL 60614,1912,HOWE,NOT PARSED,NOT PARSED,NOT PARSED,CHICAGO,IL,60614,1912 N. HOWE ::#^#::CHICAGO:^#^: IL 60614
1003,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1004,LegalConstruct,0,154 ALSTON SVE.::#^#::NEW HAVEN:^#^: CT 06515,154,ALSTON SVE,NOT PARSED,NOT PARSED,NOT PARSED,NEW HAVEN,CT,06515,154 ALSTON SVE.::#^#::NEW HAVEN:^#^: CT 06515
1005,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1006,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1007,Individual,0,13 TOP PASTURE ROAD::#^#::WASHINGTON DEPOT:^#^: CT 06794,13,TOP PASTURE,Rd,NOT PARSED,NOT PARSED,WASHINGTON DEPOT,CT,06794,13 TOP PASTURE ROAD::#^#::WASHINGTON DEPOT:^#^: CT 06794
1008,AggregateHousehold,0,PO BOX 1082::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1082,Block Island,RI,02807,PO BOX 1082::#^#::BLOCK ISLAND:^#^: RI 02807
1009,AggregateHousehold,0,PO BOX 1352::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1352,Block Island,RI,02807,PO BOX 1352::#^#::BLOCK ISLAND :^#^: RI 02807
1010,Business,0,PO BOX 100::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,100,Block Island,RI,02807,PO BOX 100::#^#::BLOCK ISLAND:^#^: RI 02807
1011,Individual,0,13 TOP PASTURE ROAD::#^#::WASHINGTON DEPOT:^#^: CT 06794,13,TOP PASTURE,Rd,NOT PARSED,NOT PARSED,WASHINGTON DEPOT,CT,06794,13 TOP PASTURE ROAD::#^#::WASHINGTON DEPOT:^#^: CT 06794
1012,LegalConstruct,0,PO BOX 584::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,584,Block Island,RI,02807,PO BOX 584::#^#::BLOCK ISLAND :^#^: RI 02807
1013,LegalConstruct,0,PO BOX 761::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,761,Block Island,RI,02807,PO BOX 761::#^#::BLOCK ISLAND:^#^: RI 02807
1014,AggregateHousehold,0,44 ALLYN STREET::#^#::MYSTIC:^#^: CT 06355,44,ALLYN,St,NOT PARSED,NOT PARSED,MYSTIC,CT,06355,44 ALLYN STREET::#^#::MYSTIC:^#^: CT 06355
1015,Business,0,PO BOX 280::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,280,Block Island,RI,02807,PO BOX 280::#^#::BLOCK ISLAND:^#^: RI 02807
1016,AggregateHousehold,0,PO BOX 465::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,465,Block Island,RI,02807,PO BOX 465::#^#::BLOCK ISLAND:^#^: RI 02807
1017,LegalConstruct,0,PO BOX 1078::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1078,Block Island,RI,02807,PO BOX 1078::#^#::BLOCK ISLAND:^#^: RI 02807
1018,LegalConstruct,0,PO BOX 1082::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1082,Block Island,RI,02807,PO BOX 1082::#^#::BLOCK ISLAND:^#^: RI 02807
1019,AggregateHousehold,0,PO BOX 1377::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1377,Block Island,RI,02807,PO BOX 1377::#^#::BLOCK ISLAND:^#^: RI 02807
1020,AggregateHousehold,0,PO BOX 1334::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1334,Block Island,RI,02807,PO BOX 1334::#^#::BLOCK ISLAND:^#^: RI 02807
1021,AggregateHousehold,0,PO BOX 83::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,83,Block Island,RI,02807,PO BOX 83::#^#::BLOCK ISLAND:^#^: RI 02807
1022,LegalConstruct,0,37 SOUTH FAIR ST::#^#::WARWICK:^#^: RI 02888,37,FAIR,St,NOT PARSED,NOT PARSED,WARWICK,RI,02888,37 SOUTH FAIR ST::#^#::WARWICK:^#^: RI 02888
1023,AggregateHousehold,0,PO BOX 997::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,997,Block Island,RI,02807,PO BOX 997::#^#::BLOCK ISLAND :^#^: RI 02807
1024,LegalConstruct,0,PO BOX 64::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,64,Block Island,RI,02807,PO BOX 64::#^#::BLOCK ISLAND:^#^: RI 02807
1025,AggregateHousehold,0,PO BOX 639::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,639,Block Island,RI,02807,PO BOX 639::#^#::BLOCK ISLAND:^#^: RI 02807
1026,Individual,0,PO BOX 1182::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1182,Block Island,RI,02807,PO BOX 1182::#^#::BLOCK ISLAND:^#^: RI 02807
1027,LegalConstruct,0,279A SOUTH TRAIL::#^#::STRATFORD:^#^: CT 06614,279,A SOUTH,Trl,NOT PARSED,NOT PARSED,STRATFORD,CT,06614,279A SOUTH TRAIL::#^#::STRATFORD:^#^: CT 06614
1028,Individual,0,PO BOX 1725::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1725,Block Island,RI,02807,PO BOX 1725::#^#::BLOCK ISLAND:^#^: RI 02807
1029,LegalConstruct,0,56 ALFRED DROWN RD::#^#::BARRINGTON:^#^: RI 02806,56,ALFRED DROWN,Rd,NOT PARSED,NOT PARSED,BARRINGTON,RI,02806,56 ALFRED DROWN RD::#^#::BARRINGTON:^#^: RI 02806
1030,AggregateHousehold,0,230 W 79TH STREET  APT 61-N::#^#::NEW YORK:^#^: NY 10024,230,W 79TH STREET  APT 61-N,NOT PARSED,NOT PARSED,NOT PARSED,NEW YORK,NY,10024,230 W 79TH STREET  APT 61-N::#^#::NEW YORK:^#^: NY 10024
1031,LegalConstruct,0,PO BOX 1387::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1387,Block Island,RI,02807,PO BOX 1387::#^#::BLOCK ISLAND:^#^: RI 02807
1032,LegalConstruct,0,39 SCHOOL ST::#^#::CONTOOCOOK:^#^: NH 03229,39,SCHOOL,St,NOT PARSED,NOT PARSED,CONTOOCOOK,NH,03229,39 SCHOOL ST::#^#::CONTOOCOOK:^#^: NH 03229
1033,LegalConstruct,0,PO BOX 7180::#^#::WILTON:^#^: CT 06897,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,7180,WILTON,CT,06897,PO BOX 7180::#^#::WILTON:^#^: CT 06897
1034,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1035,Business,0,159 WATERMAN STREET::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN STREET::#^#::PROVIDENCE:^#^: RI 02906
1036,Business,0,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,562,Block Island,RI,02807,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807
1037,AggregateHousehold,0,BOX 1257::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,BLOCK,Is,BOX,1257,NOT PARSED,NOT PARSED,NOT PARSED,BOX 1257::#^#::BLOCK ISLAND:^#^: RI 02807
1038,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1039,AggregateHousehold,0,35 HIGHLAND ST::#^#::NEW HAVEN:^#^: CT 06511,35,HIGHLAND,St,NOT PARSED,NOT PARSED,NEW HAVEN,CT,06511,35 HIGHLAND ST::#^#::NEW HAVEN:^#^: CT 06511
1040,AggregateHousehold,0,TOWER RESEARCH CAPITAL LLC::#^#::377 BROADWAY:^#^: 11TH FL::#^#::NEW YORK:^#^: NY 10013,NOT PARSED,TOWER,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,TOWER RESEARCH CAPITAL LLC::#^#::377 BROADWAY:^#^: 11TH FL::#^#::NEW YORK:^#^: NY 10013
1041,AggregateHousehold,0,1601 PAYNE ROAD::#^#::P.O. BOX 1257::#^#::BLOCK ISLAND:^#^: RI 02807,1601,PAYNE ROAD,NOT PARSED,PO BOX,1257,Block Island,RI,02807,1601 PAYNE ROAD::#^#::P.O. BOX 1257::#^#::BLOCK ISLAND:^#^: RI 02807
1042,LegalConstruct,0,19 GRAMATAN::#^#::BRONXVILLS:^#^: NY 10708,19,GRAMATAN,NOT PARSED,NOT PARSED,NOT PARSED,BRONXVILLS,NY,10708,19 GRAMATAN::#^#::BRONXVILLS:^#^: NY 10708
1043,LegalConstruct,0,11265 OLD HARBOUR ROAD::#^#::N PALM BEACH:^#^: FL 33408,11265,OLD HARBOUR,Rd,NOT PARSED,NOT PARSED,North PALM BEACH,FL,33408,11265 OLD HARBOUR ROAD::#^#::N PALM BEACH:^#^: FL 33408
1044,LegalConstruct,0,389 GARFIELD ROAD::#^#::CONCORD:^#^: MA 01742,389,GARFIELD,Rd,NOT PARSED,NOT PARSED,CONCORD,MA,01742,389 GARFIELD ROAD::#^#::CONCORD:^#^: MA 01742
1045,Business,0,15 MATSON RIDGE RD::#^#::OLD LYME:^#^: CT 06371,15,MATSON RIDGE,Rd,NOT PARSED,NOT PARSED,OLD LYME,CT,06371,15 MATSON RIDGE RD::#^#::OLD LYME:^#^: CT 06371
1046,LegalConstruct,0,P.O. BOX 103::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,103,Block Island,RI,02807,P.O. BOX 103::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807
1047,AggregateHousehold,0,PO BOX 701::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,701,Block Island,RI,02807,PO BOX 701::#^#::BLOCK ISLAND:^#^: RI 02807
1048,AggregateHousehold,0,39 COURT STREET::#^#::DEDHAM:^#^: MA 02026,39,COURT,St,NOT PARSED,NOT PARSED,DEDHAM,MA,02026,39 COURT STREET::#^#::DEDHAM:^#^: MA 02026
1049,AggregateHousehold,0,12 FLINTSTONE RD::#^#::NARRAGANSETT:^#^: RI 02882,12,FLINTSTONE,Rd,NOT PARSED,NOT PARSED,NARRAGANSETT,RI,02882,12 FLINTSTONE RD::#^#::NARRAGANSETT:^#^: RI 02882
1050,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1051,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1052,Business,0,PO BOX 1091::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1091,Block Island,RI,02807,PO BOX 1091::#^#::BLOCK ISLAND:^#^: RI 02807
1053,Business,0,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917,12,SANDERSON,Rd,NOT PARSED,NOT PARSED,SMITHFIELD,RI,02917,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917
1054,AggregateHousehold,0,PO BOX 1775::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1775,Block Island,RI,02807,PO BOX 1775::#^#::BLOCK ISLAND:^#^: RI 02807
1055,AggregateHousehold,0,19 GRAMATAN COURT::#^#::BRONXVILLE:^#^: NY 10708,19,GRAMATAN,Ct,NOT PARSED,NOT PARSED,BRONXVILLE,NY,10708,19 GRAMATAN COURT::#^#::BRONXVILLE:^#^: NY 10708
1056,Individual,0,PO BOX 435::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,435,Block Island,RI,02807,PO BOX 435::#^#::BLOCK ISLAND:^#^: RI 02807
1057,LegalConstruct,0,13 ROSE LANE ::#^#::SANDY HOOK:^#^: CT 06482,13,ROSE,Ln,NOT PARSED,NOT PARSED,SANDY HOOK,CT,06482,13 ROSE LANE ::#^#::SANDY HOOK:^#^: CT 06482
1058,AggregateHousehold,0,45 HAMILTON ROAD::#^#::CHAPPAQUA:^#^: NY 10514,45,HAMILTON,Rd,NOT PARSED,NOT PARSED,CHAPPAQUA,NY,10514,45 HAMILTON ROAD::#^#::CHAPPAQUA:^#^: NY 10514
1059,LegalConstruct,0,14 GERRY ST::#^#::CAMBRIDGE:^#^: MA 02138,14,GERRY,St,NOT PARSED,NOT PARSED,CAMBRIDGE,MA,02138,14 GERRY ST::#^#::CAMBRIDGE:^#^: MA 02138
1060,LegalConstruct,0,821 11TH STREET::#^#::PO BOX 510891::#^#::KEY COLONY BEACH:^#^: FL 33051,821,11TH,St,PO BOX,510891,KEY COLONY BEACH,FL,33051,821 11TH STREET::#^#::PO BOX 510891::#^#::KEY COLONY BEACH:^#^: FL 33051
1061,LegalConstruct,0,P.O. BOX 493::#^#::QUECHEE:^#^: VT 05059,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,493,QUECHEE,VT,05059,P.O. BOX 493::#^#::QUECHEE:^#^: VT 05059
1062,Business,0,19 NEW CITY STREET ::#^#::ESSEX:^#^: CT 06426,19,NEW CITY,St,NOT PARSED,NOT PARSED,ESSEX,CT,06426,19 NEW CITY STREET ::#^#::ESSEX:^#^: CT 06426
1063,LegalConstruct,0,C/O ARTHUR C. MALLICK::#^#::81 GARFIELD CLOSE::#^#::FRANCONIA:^#^: NH 03580,81,GARFIELD CLOSE,NOT PARSED,NOT PARSED,NOT PARSED,FRANCONIA,NH,03580,C/O ARTHUR C. MALLICK::#^#::81 GARFIELD CLOSE::#^#::FRANCONIA:^#^: NH 03580
1064,LegalConstruct,0,828 HIDEAWAY CIR. EAST PH 443::#^#::MARCO ISLAND :^#^: FL 34145,828,HIDEAWAY CIR EAST PH 443,NOT PARSED,NOT PARSED,NOT PARSED,MARCO ISLAND,FL,34145,828 HIDEAWAY CIR. EAST PH 443::#^#::MARCO ISLAND :^#^: FL 34145
1065,AggregateHousehold,0,3 OVER ROCK LANE::#^#::WESTPORT:^#^: CT 06880,3,OVER ROCK,Ln,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,3 OVER ROCK LANE::#^#::WESTPORT:^#^: CT 06880
1066,AggregateHousehold,0,49 BRAMBLEBUSH RD::#^#::CROTON ON THE HUDS:^#^: NY 10520,49,BRAMBLEBUSH,Rd,NOT PARSED,NOT PARSED,CROTON ON THE HUDS,NY,10520,49 BRAMBLEBUSH RD::#^#::CROTON ON THE HUDS:^#^: NY 10520
1067,AggregateHousehold,0,297 DON FERNANDO RD::#^#::SANTA FE:^#^: NM 87505,297,DON FERNANDO,Rd,NOT PARSED,NOT PARSED,SANTA FE,NM,87505,297 DON FERNANDO RD::#^#::SANTA FE:^#^: NM 87505
